0 0.000295460888848 0.76897690 0.18 0.730903597394014
1 0.000269463533235 0.80396866 0.17 0.7452771225226316
2 0.000229879370926 0.85434729 0.16 0.678557967319247
3 0.000199986186963 0.85411714 0.17 0.6956625601474251
4 0.000169433780045 0.86081017 0.16 0.7717421784240677
5 0.00014996848355 0.86062773 0.15 0.9404255319148935
6 0.000122320711905 0.87546538 0.15 0.5720338983050848
7 9.48418463301e-05 0.90048338 0.15 0.7420924574209247
8 6.59173895244e-05 0.91093447 0.08 0.391566265060241
"9 3.03389118419e-05 0.98374465 0.17"





