1.544000e+003, 2.135659e-005, 2.418087e-014
1.544010e+003, 2.136348e-005, 0.000000e+000
1.544020e+003, 2.156613e-005, 0.000000e+000
1.544030e+003, 2.158156e-005, 0.000000e+000
1.544040e+003, 2.171309e-005, 0.000000e+000
1.544050e+003, 2.171145e-005, 0.000000e+000
1.544060e+003, 2.172728e-005, 0.000000e+000
1.544070e+003, 2.163368e-005, 0.000000e+000
1.544080e+003, 2.158772e-005, 0.000000e+000
1.544090e+003, 2.169363e-005, 0.000000e+000
1.544100e+003, 2.168862e-005, 1.204504e-013
1.544110e+003, 2.181117e-005, 0.000000e+000
1.544120e+003, 2.194273e-005, 9.633939e-014
1.544130e+003, 2.193879e-005, 0.000000e+000
1.544140e+003, 2.190784e-005, 0.000000e+000
1.544150e+003, 2.179557e-005, 1.686027e-013
1.544160e+003, 2.169369e-005, 0.000000e+000
1.544170e+003, 2.151083e-005, 0.000000e+000
1.544180e+003, 2.148437e-005, 0.000000e+000
1.544190e+003, 2.139267e-005, 0.000000e+000
1.544200e+003, 2.156917e-005, 0.000000e+000
1.544210e+003, 2.162945e-005, 0.000000e+000
1.544220e+003, 2.177799e-005, 0.000000e+000
1.544230e+003, 2.193151e-005, 4.818715e-014
1.544240e+003, 2.200490e-005, 0.000000e+000
1.544250e+003, 2.197011e-005, 4.823953e-014
1.544260e+003, 2.189350e-005, 9.642668e-014
1.544270e+003, 2.195209e-005, 0.000000e+000
1.544280e+003, 2.181575e-005, 0.000000e+000
1.544290e+003, 2.196031e-005, 0.000000e+000
1.544300e+003, 2.199617e-005, 0.000000e+000
1.544310e+003, 2.211650e-005, 0.000000e+000
1.544320e+003, 2.228486e-005, 0.000000e+000
1.544330e+003, 2.220968e-005, 0.000000e+000
1.544340e+003, 2.209976e-005, 4.093114e-013
1.544350e+003, 2.193091e-005, 0.000000e+000
1.544360e+003, 2.172030e-005, 0.000000e+000
1.544370e+003, 2.172899e-005, 0.000000e+000
1.544380e+003, 2.166398e-005, 0.000000e+000
1.544390e+003, 2.183843e-005, 0.000000e+000
1.544400e+003, 2.203462e-005, 0.000000e+000
1.544410e+003, 2.223296e-005, 0.000000e+000
1.544420e+003, 2.242925e-005, 0.000000e+000
1.544430e+003, 2.256258e-005, 0.000000e+000
1.544440e+003, 2.246532e-005, 0.000000e+000
1.544450e+003, 2.250769e-005, 0.000000e+000
1.544460e+003, 2.243774e-005, 0.000000e+000
1.544470e+003, 2.250400e-005, 0.000000e+000
1.544480e+003, 2.244849e-005, 0.000000e+000
1.544490e+003, 2.258525e-005, 0.000000e+000
1.544500e+003, 2.268461e-005, 0.000000e+000
1.544510e+003, 2.273180e-005, 0.000000e+000
1.544520e+003, 2.271348e-005, 0.000000e+000
1.544530e+003, 2.273331e-005, 0.000000e+000
1.544540e+003, 2.264457e-005, 0.000000e+000
1.544550e+003, 2.263157e-005, 0.000000e+000
1.544560e+003, 2.255439e-005, 0.000000e+000
1.544570e+003, 2.258306e-005, 1.571320e-016
1.544580e+003, 2.263984e-005, 0.000000e+000
1.544590e+003, 2.275335e-005, 0.000000e+000
1.544600e+003, 2.262635e-005, 2.414595e-014
1.544610e+003, 2.252309e-005, 0.000000e+000
1.544620e+003, 2.228731e-005, 0.000000e+000
1.544630e+003, 2.205589e-005, 0.000000e+000
1.544640e+003, 2.180609e-005, 2.421579e-014
1.544650e+003, 2.158522e-005, 0.000000e+000
1.544660e+003, 2.155273e-005, 0.000000e+000
1.544670e+003, 2.144589e-005, 0.000000e+000
1.544680e+003, 2.134303e-005, 0.000000e+000
1.544690e+003, 2.091614e-005, 0.000000e+000
1.544700e+003, 2.038847e-005, 0.000000e+000
1.544710e+003, 1.933394e-005, 0.000000e+000
1.544720e+003, 1.807521e-005, 0.000000e+000
1.544730e+003, 1.522859e-005, 0.000000e+000
1.544740e+003, 1.215570e-005, 0.000000e+000
1.544750e+003, 7.889224e-006, 0.000000e+000
1.544760e+003, 5.451293e-006, 0.000000e+000
1.544770e+003, 5.374482e-006, 0.000000e+000
1.544780e+003, 8.652648e-006, 0.000000e+000
1.544790e+003, 1.345011e-005, 0.000000e+000
1.544800e+003, 1.662792e-005, 4.827445e-014
1.544810e+003, 1.833179e-005, 0.000000e+000
1.544820e+003, 1.969521e-005, 0.000000e+000
1.544830e+003, 2.017210e-005, 0.000000e+000
1.544840e+003, 2.043053e-005, 0.000000e+000
1.544850e+003, 2.070370e-005, 0.000000e+000
1.544860e+003, 2.084106e-005, 0.000000e+000
1.544870e+003, 2.127857e-005, 0.000000e+000
1.544880e+003, 2.158398e-005, 0.000000e+000
1.544890e+003, 2.203645e-005, 0.000000e+000
1.544900e+003, 2.237403e-005, 0.000000e+000
1.544910e+003, 2.261887e-005, 0.000000e+000
1.544920e+003, 2.274941e-005, 0.000000e+000
1.544930e+003, 2.271053e-005, 0.000000e+000
1.544940e+003, 2.264321e-005, 0.000000e+000
1.544950e+003, 2.262372e-005, 0.000000e+000
1.544960e+003, 2.258807e-005, 0.000000e+000
1.544970e+003, 2.265665e-005, 0.000000e+000
1.544980e+003, 2.278816e-005, 0.000000e+000
1.544990e+003, 2.288253e-005, 0.000000e+000
1.545000e+003, 2.296382e-005, 1.926264e-013
1.545010e+003, 2.299274e-005, 0.000000e+000
1.545020e+003, 2.300070e-005, 0.000000e+000
1.545030e+003, 2.299284e-005, 0.000000e+000
1.545040e+003, 2.299277e-005, 0.000000e+000
1.545050e+003, 2.281988e-005, 0.000000e+000
1.545060e+003, 2.296464e-005, 0.000000e+000
1.545070e+003, 2.291463e-005, 0.000000e+000
1.545080e+003, 2.299940e-005, 0.000000e+000
1.545090e+003, 2.296923e-005, 0.000000e+000
1.545100e+003, 2.297378e-005, 0.000000e+000
1.545110e+003, 2.298668e-005, 1.205028e-013
1.545120e+003, 2.302330e-005, 0.000000e+000
1.545130e+003, 2.299668e-005, 0.000000e+000
1.545140e+003, 2.299562e-005, 0.000000e+000
1.545150e+003, 2.294871e-005, 0.000000e+000
1.545160e+003, 2.288314e-005, 0.000000e+000
1.545170e+003, 2.273512e-005, 0.000000e+000
1.545180e+003, 2.252153e-005, 0.000000e+000
1.545190e+003, 2.236407e-005, 0.000000e+000
1.545200e+003, 2.181392e-005, 0.000000e+000
1.545210e+003, 2.205031e-005, 1.686550e-013
1.545220e+003, 2.212861e-005, 4.825699e-014
1.545230e+003, 2.210742e-005, 0.000000e+000
1.545240e+003, 2.238101e-005, 0.000000e+000
1.545250e+003, 2.247716e-005, 0.000000e+000
1.545260e+003, 2.256367e-005, 9.640923e-014
1.545270e+003, 2.239928e-005, 0.000000e+000
1.545280e+003, 2.216949e-005, 0.000000e+000
1.545290e+003, 2.190360e-005, 0.000000e+000
1.545300e+003, 2.164987e-005, 0.000000e+000
1.545310e+003, 2.146267e-005, 0.000000e+000
1.545320e+003, 2.140614e-005, 0.000000e+000
1.545330e+003, 2.157039e-005, 0.000000e+000
1.545340e+003, 2.164056e-005, 0.000000e+000
1.545350e+003, 2.185606e-005, 0.000000e+000
1.545360e+003, 2.202107e-005, 0.000000e+000
1.545370e+003, 2.204512e-005, 4.823953e-014
1.545380e+003, 2.192552e-005, 0.000000e+000
1.545390e+003, 2.173966e-005, 0.000000e+000
1.545400e+003, 2.156717e-005, 0.000000e+000
1.545410e+003, 2.130432e-005, 0.000000e+000
1.545420e+003, 2.127344e-005, 0.000000e+000
1.545430e+003, 2.126007e-005, 0.000000e+000
1.545440e+003, 2.128300e-005, 0.000000e+000
1.545450e+003, 2.137413e-005, 0.000000e+000
1.545460e+003, 2.138829e-005, 0.000000e+000
1.545470e+003, 2.141236e-005, 0.000000e+000
1.545480e+003, 2.130653e-005, 0.000000e+000
1.545490e+003, 2.115964e-005, 0.000000e+000
1.545500e+003, 2.105554e-005, 0.000000e+000
1.545510e+003, 2.103548e-005, 0.000000e+000
1.545520e+003, 2.106364e-005, 0.000000e+000
1.545530e+003, 2.109808e-005, 0.000000e+000
1.545540e+003, 2.122781e-005, 2.889483e-013
1.545550e+003, 2.133379e-005, 0.000000e+000
1.545560e+003, 2.131668e-005, 0.000000e+000
1.545570e+003, 2.142352e-005, 0.000000e+000
1.545580e+003, 2.132594e-005, 0.000000e+000
1.545590e+003, 2.129194e-005, 0.000000e+000
1.545600e+003, 2.124190e-005, 0.000000e+000
1.545610e+003, 2.128087e-005, 0.000000e+000
1.545620e+003, 2.128187e-005, 0.000000e+000
1.545630e+003, 2.129142e-005, 0.000000e+000
1.545640e+003, 2.131453e-005, 0.000000e+000
1.545650e+003, 2.131155e-005, 0.000000e+000
1.545660e+003, 2.122835e-005, 0.000000e+000
1.545670e+003, 2.121595e-005, 0.000000e+000
1.545680e+003, 2.110232e-005, 0.000000e+000
1.545690e+003, 2.114409e-005, 0.000000e+000
1.545700e+003, 2.112651e-005, 1.926613e-013
1.545710e+003, 2.114605e-005, 0.000000e+000
1.545720e+003, 2.114714e-005, 0.000000e+000
1.545730e+003, 2.107364e-005, 0.000000e+000
1.545740e+003, 2.094919e-005, 0.000000e+000
1.545750e+003, 2.089952e-005, 0.000000e+000
1.545760e+003, 2.074602e-005, 0.000000e+000
1.545770e+003, 2.054662e-005, 0.000000e+000
1.545780e+003, 2.048801e-005, 0.000000e+000
1.545790e+003, 2.048229e-005, 0.000000e+000
1.545800e+003, 2.061528e-005, 0.000000e+000
1.545810e+003, 2.075851e-005, 0.000000e+000
1.545820e+003, 2.087552e-005, 0.000000e+000
1.545830e+003, 2.107332e-005, 0.000000e+000
1.545840e+003, 2.101335e-005, 0.000000e+000
1.545850e+003, 2.106448e-005, 0.000000e+000
1.545860e+003, 2.103682e-005, 0.000000e+000
1.545870e+003, 2.091696e-005, 0.000000e+000
1.545880e+003, 2.092007e-005, 9.640923e-014
1.545890e+003, 2.089504e-005, 0.000000e+000
1.545900e+003, 2.109053e-005, 1.204504e-013
1.545910e+003, 2.113966e-005, 0.000000e+000
1.545920e+003, 2.115216e-005, 0.000000e+000
1.545930e+003, 2.108187e-005, 0.000000e+000
1.545940e+003, 2.104586e-005, 0.000000e+000
1.545950e+003, 2.081266e-005, 0.000000e+000
1.545960e+003, 2.065314e-005, 0.000000e+000
1.545970e+003, 2.060424e-005, 0.000000e+000
1.545980e+003, 2.071951e-005, 0.000000e+000
1.545990e+003, 2.088491e-005, 4.818715e-014
1.546000e+003, 2.100730e-005, 0.000000e+000
1.546010e+003, 2.124170e-005, 0.000000e+000
1.546020e+003, 2.139505e-005, 0.000000e+000
1.546030e+003, 2.140030e-005, 0.000000e+000
