1.541000000000000000e+03 2.676886000000000106e-05 7.233311000000000126e-14
1.541009999999999991e+03 2.673226999999999944e-05 0.000000000000000000e+00
1.541019999999999982e+03 2.670014999999999880e-05 0.000000000000000000e+00
1.541029999999999973e+03 2.672500999999999978e-05 0.000000000000000000e+00
1.541039999999999964e+03 2.680707000000000082e-05 3.130418999999999831e-13
1.541049999999999955e+03 2.661581000000000089e-05 0.000000000000000000e+00
1.541059999999999945e+03 2.652873000000000104e-05 0.000000000000000000e+00
1.541069999999999936e+03 2.635907999999999836e-05 0.000000000000000000e+00
1.541079999999999927e+03 2.648132999999999875e-05 0.000000000000000000e+00
1.541089999999999918e+03 2.637951000000000114e-05 0.000000000000000000e+00
1.541099999999999909e+03 2.661756999999999866e-05 0.000000000000000000e+00
1.541109999999999900e+03 2.680263999999999924e-05 0.000000000000000000e+00
1.541119999999999891e+03 2.684127000000000127e-05 0.000000000000000000e+00
1.541130000000000109e+03 2.690597000000000084e-05 0.000000000000000000e+00
1.541140000000000100e+03 2.699464000000000011e-05 0.000000000000000000e+00
1.541150000000000091e+03 2.671858000000000059e-05 2.407961000000000144e-13
1.541160000000000082e+03 2.655427999999999947e-05 0.000000000000000000e+00
1.541170000000000073e+03 2.612620000000000068e-05 0.000000000000000000e+00
1.541180000000000064e+03 2.616331999999999873e-05 0.000000000000000000e+00
1.541190000000000055e+03 2.611465999999999977e-05 0.000000000000000000e+00
1.541200000000000045e+03 2.641200000000000055e-05 0.000000000000000000e+00
1.541210000000000036e+03 2.649580000000000134e-05 0.000000000000000000e+00
1.541220000000000027e+03 2.690265999999999968e-05 0.000000000000000000e+00
1.541230000000000018e+03 2.695249999999999987e-05 0.000000000000000000e+00
1.541240000000000009e+03 2.701786000000000156e-05 0.000000000000000000e+00
1.541250000000000000e+03 2.685881999999999910e-05 6.983645000000000252e-17
1.541259999999999991e+03 2.672600000000000127e-05 0.000000000000000000e+00
1.541269999999999982e+03 2.631379999999999868e-05 1.396729000000000050e-16
1.541279999999999973e+03 2.648282000000000134e-05 2.649071000000000214e-13
1.541289999999999964e+03 2.653756999999999942e-05 0.000000000000000000e+00
1.541299999999999955e+03 2.672707000000000159e-05 0.000000000000000000e+00
1.541309999999999945e+03 2.689997999999999855e-05 0.000000000000000000e+00
1.541319999999999936e+03 2.693630000000000162e-05 1.445788999999999970e-13
1.541329999999999927e+03 2.710126999999999878e-05 0.000000000000000000e+00
1.541339999999999918e+03 2.691368999999999879e-05 0.000000000000000000e+00
1.541349999999999909e+03 2.686950000000000083e-05 0.000000000000000000e+00
1.541359999999999900e+03 2.683383999999999989e-05 0.000000000000000000e+00
